provider	URL	course	webinar_date	webinar_duration	webinare_title
Other	https://kinescope.io/embed/201001591	Other	2022-03-30T09:50:53+00:00	PT50M53.959S	noBackend, или Как выжить в эпоху толстеющих клиентов / Николай Самохвалов
Other	https://kinescope.io/embed/201001597	Other	2022-03-30T09:50:53+00:00	PT31M6.676S	Типографика в iOS / Ирина Дягилева (RAMBLER&amp;Co)
Other	https://kinescope.io/embed/201001599	Other	2022-03-30T09:50:53+00:00	PT30M32.612S	Amazing threesome, rrr... React. Redux. Real world / Ростислав Галкин (Babo)
Other	https://kinescope.io/embed/201001607	Other	2022-03-30T09:50:54+00:00	PT36M46.384S	Ангелы и демоны многопоточного программирования / Алексей Федоров (Одноклассники)
Other	https://kinescope.io/embed/201001613	Other	2022-03-30T09:50:54+00:00	PT27M7.255S	Успешный кейс использования React Native в продакшне / Евгений Федоров (LOOKBUCK)
Other	https://kinescope.io/embed/201001643	Other	2022-03-30T09:50:56+00:00	PT37M18.985S	Реализация бессерверного бэкенда мобильного приложения на базе AWS / К.Потехин, В.Сочинский
Other	https://kinescope.io/embed/201001651	Other	2022-03-30T09:50:57+00:00	PT23M26.781S	Веб-разработка без наркотиков с помощью PostgreSQL, Nginx и c2h5oh / Миша Кириллов (CINEMOOD)
Other	https://kinescope.io/embed/201001669	Other	2022-03-30T09:50:58+00:00	PT53M34.455S	Genuine web-scale железо / Андрей Чернышев (Delta Solutions)
Other	https://kinescope.io/embed/201001675	Other	2022-03-30T09:50:58+00:00	PT35M42.11S	ChatOps на практике. Организация работы команды сопровождения / Евгений Потапов (ITSumma)
Other	https://kinescope.io/embed/201001677	Other	2022-03-30T09:50:58+00:00	PT39M11.23S	Принципы автоматического масштабирования приложения в AWS / Антон Регеда (Juno)
Other	https://kinescope.io/embed/201001683	Other	2022-03-30T09:50:59+00:00	PT53M58.697S	Как сравнить и выбрать хостинг-провайдера / Игорь Мызгин (Servers.ru)
Other	https://kinescope.io/embed/201001716	Other	2022-03-30T09:51:01+00:00	PT52M4.222S	Организация надежного резервного копирования веб-проекта / Антон Баранов (ITSumma)
Other	https://kinescope.io/embed/201001718	Other	2022-03-30T09:51:01+00:00	PT41M49.311S	DC/OS — больше чем PaaS / Никита Борзых (Express 42)
Other	https://kinescope.io/embed/201001736	Other	2022-03-30T09:51:03+00:00	PT58M47.576S	React
Other	https://kinescope.io/embed/201001738	Other	2022-03-30T09:51:03+00:00	PT55M3.387S	Развенчание мифа о сложности юридического оформления / Кирилл Митягин (Nevsky IP Law)
Other	https://kinescope.io/embed/201001748	Other	2022-03-30T09:51:03+00:00	PT36M38.35S	Мой маленький уютный PaaS / Илья Беда (bro.agency)
Other	https://kinescope.io/embed/201001755	Other	2022-03-30T09:51:04+00:00	PT34M23.139S	Особенности MVP в Enterprise / Владимир Васильев (Почта России)
Other	https://kinescope.io/embed/201001761	Other	2022-03-30T09:51:04+00:00	PT36M26.995S	Event-based self-healing monitoring / Кирилл Сотников (Cognician)
Other	https://kinescope.io/embed/201001765	Other	2022-03-30T09:51:05+00:00	PT49M15.018S	Мифы о выходе на рынок Азии / Ярослав Городецкий (CDNvideo)
Other	https://kinescope.io/embed/201001775	Other	2022-03-30T09:51:05+00:00	PT55M27.304S	Дни и заботы директора департамента IТ промышленной корпорации/Дм.Смоляров (Стройгазконсалтинг)
Other	https://kinescope.io/embed/201001777	Other	2022-03-30T09:51:05+00:00	PT43M30.109S	Библиотека UI компонентов, о которой вы всегда мечтали / Роберт Харитонов (Liberty Global)
Other	https://kinescope.io/embed/201001781	Other	2022-03-30T09:51:06+00:00	PT17M46.47S	Построение моделей на примере продаж рекламы / Алексей Праслов (Avito)
Other	https://kinescope.io/embed/201001789	Other	2022-03-30T09:51:06+00:00	PT1H58M27.861S	Боты – проходящий тренд или реальное будущее?
Other	https://kinescope.io/embed/201001794	Other	2022-03-30T09:51:24+00:00	PT7M3.24S	Urok_02_chast_03
Netology	https://kinescope.io/embed/201001804	ДЭИ-1	2022-03-30T09:51:54+00:00	PT2H27M37.229S	Встреча выпускников ДЭИ-1 с Эльмирой Довлатовой_ВИО_29.03.2022
